CLUSTER,TOKEN,R
11,monetary_incentive_delay_task,0.1882390544649352
11,instrumental_conditioning,0.14984105654528865
11,reward_learning,0.13944570505058768
11,feedback,0.13525732084082925
11,reinforcement_learning,0.13355719805871813
11,expectancy,0.12882358684091383
11,decision_making,0.12128655892834131
11,loss_anticipation,0.11565715300854887
11,addiction,0.11492891616510947
11,gambling,0.10907267030711124
11,taste,0.10718168394076556
11,loss,0.10662837647721023
11,wanting,0.10505134276896527
11,impulsivity,0.10315870864182952
11,salience,0.10010495278975087
11,habit_learning,0.0966685132447396
11,valence,0.0935776627596572
11,learning,0.09268041211201944
11,instrumental_learning,0.09022813990719249
11,loss_aversion,0.0895380342206385
11,anhedonia,0.08589642293585234
12,hearing,0.21462310672988716
12,speech,0.20372741960206622
12,listening,0.20305746107452008
12,speech_perception,0.18494090287047976
12,speech_processing,0.18040217813703424
12,tone,0.1726592831878996
12,music,0.15652689360252164
12,melody,0.14893709730419322
12,passive_listening,0.14623906016468083
12,auditory_perception,0.13864956385551752
12,speech_production,0.13048535761174987
12,audition,0.12839529565355814
12,syllable,0.12518650181186336
12,intonation,0.11404797105069599
12,prosody,0.11344879535395166
12,language,0.10991337513139937
12,pitch_discrimination,0.10925740975088633
12,painful_stimulation,0.10680996860173747
12,perception,0.10622959942521618
12,auditory_feedback,0.1060194083420962
12,pain,0.10272670195032019
12,multisensory,0.10145138725141081
12,noise,0.09813352128393363
12,articulation,0.09792624315648814
12,heat,0.09748837410855433
13,motor_control,0.07775291024386227
13,micturition,0.07501054366540136
13,anticipation,0.0741383879629317
13,nociception,0.07013909350266803
13,pain,0.06507704088912585
13,ataxia,0.06441291162311917
13,leg,0.06327656436927512
13,heat,0.0600880110415079
13,arousal,0.057961551661860955
13,respiration,0.05782798940263079
13,motor_learning,0.05501438353973792
13,source_memory,0.0546130199062905
13,movement,0.053162437399978904
13,air_hunger,0.051373280790160444
13,electrical_stimulation,0.051250182128548746
13,flexion,0.050681136339202695
13,foot,0.04960358588416604
13,declarative_memory,0.047206363487825254
13,coordination,0.04699947662489781
13,motor_sequence_learning,0.046903180630652797
13,remembering,0.04638712544545068
13,locomotion,0.04632843702273133
13,bodily_process,0.045550988808026174
13,recall_test,0.044696165212936526
13,sexual_arousal,0.044584474704691415
14,fear,0.23476475759281684
14,emotion,0.23318726199258138
14,facial_expression,0.20005089360287756
14,valence,0.19670998634556297
14,arousal,0.17745354181752684
14,face,0.16000263290768624
14,emotional_memory,0.15390435237423367
14,negative_emotion,0.14908332524395007
14,emotional_expression,0.14745621337416975
14,memory,0.1442557140858229
14,anger,0.1406640482588893
14,anxiety,0.1401523083732669
14,declarative_memory,0.1398207129575625
14,international_affective_picture_system,0.13718269756152401
14,disgust,0.13702351981762892
14,picture,0.13615284852413456
14,extinction,0.13008669416748095
14,sadness,0.12997734347137213
14,recognition_memory,0.12474202213130312
14,episodic_memory,0.11990692085170712
14,recognition,0.11835267147757841
14,remembering,0.1156453105738447
14,olfaction,0.113191391531554
14,emotion_regulation,0.1126445525439824
14,explicit_knowledge,0.11234727131735324
