CLUSTER,TOKEN,R
5,listening,0.21476012528046545
5,language,0.21377113488804098
5,hearing,0.20999903841105894
5,language_processing,0.2002847389872725
5,syllable,0.17077887704472086
5,semantic_processing,0.17007319443339652
5,language_comprehension,0.16247052606595236
5,word,0.15622758551078658
5,semantics,0.15251614191923807
5,speech_production,0.15004313108226924
5,sentence_processing,0.14700032209129985
5,prosody,0.14320728132350785
5,passive_listening,0.1391074099951653
5,tone,0.1378052907390609
5,syntax,0.13755901818535268
5,music,0.1371459307743508
5,sentence_comprehension,0.13578989213167864
5,auditory_perception,0.13344241496566822
5,meaning,0.1332375517554686
5,intonation,0.12763095633793597
5,theory_mind,0.12757489621170132
5,narrative,0.12703334948206121
6,motor_control,0.082030651176624
6,ataxia,0.08035803411707243
6,recitationrepetition,0.07042460221599704
6,tone_monitordiscrimination,0.07042460221599704
6,motor_learning,0.06866791657350133
6,movement,0.0645154609379456
6,coordination,0.06150453363027695
6,rest,0.061056212739001345
6,foot,0.05927954619785068
6,capsaicinevoked_pain,0.057769730093968505
6,arm,0.05692543505407256
6,vection,0.053920365996657275
6,episodic_future_thinking,0.050100240603115305
6,tapping_task,0.04937140160370242
6,execution,0.04903167252798213
6,articulatory_rehearsal,0.04670818592744483
6,motor_sequence_learning,0.04585135332093208
6,leg,0.044950752306153086
6,vestibular,0.04486347685545489
6,episodic_simulation,0.04433516722385276
6,imagination,0.04238423824355206
6,music_production,0.041378219894183665
6,visual_pursuit,0.04121877898560113
6,episodic_buffer,0.04013495138678731
6,respiration,0.03993986971733683
7,execution,0.17352208969204352
7,working_memory,0.1506214439863477
7,manipulation,0.14388093983248268
7,hand,0.139626953901464
7,rehearsal,0.1297362275196469
7,attention,0.12645040661770254
7,reaction_time,0.1258822945937801
7,action,0.12442453844037894
7,spatial_attention,0.12315045652409151
7,movement,0.1207071682341666
7,strategy,0.1186181598094737
7,covert,0.11808253344898724
7,monitoring,0.11670914702760402
7,grasping,0.11504659410904905
7,representation,0.11483912235549545
7,response_selection,0.11467799117042529
7,cognitive_process,0.11009839985842608
7,mental_representation,0.1098474772115742
7,grasp,0.10982665948180857
7,goal,0.10870283901196909
7,spatial_working_memory,0.10737245835469139
7,planning,0.10728967901850994
7,intention,0.10571035946413648
7,preparation,0.10497192953583814
7,target,0.10207733590317952
8,fear,0.22537481499667777
8,emotion,0.22490248573023908
8,facial_expression,0.19289377893059492
8,valence,0.19162499208763167
8,arousal,0.17379363811189552
8,memory,0.16396216012350553
8,emotional_memory,0.15742458328789266
8,face,0.15691201703696347
8,declarative_memory,0.15152256637722095
8,emotional_expression,0.1447490136855309
8,negative_emotion,0.1433801200485793
8,episodic_memory,0.13743990159954922
8,recognition_memory,0.13602375240962888
8,picture,0.13597795410358982
8,anxiety,0.13368018158220013
8,anger,0.13285055531610945
8,international_affective_picture_system,0.13143827133461178
8,disgust,0.13061335333817017
8,remembering,0.1303522466683018
8,sadness,0.12673605652360198
8,recognition,0.12640488724827592
8,extinction,0.1249270783568653
8,encoding,0.11927510455608975
8,memory_process,0.11107340476431642
8,emotion_perception,0.11027804702433289
9,autonomic_nervous_system_function,0.07730192645962644
9,vection,0.0745157915867633
9,vestibular,0.061719443032955734
9,vestibular_stimulation,0.05819483126783241
9,smile_response,0.05457911156839415
9,episodic_recombination_paradigm,0.05457911156839361
9,vestibular_control,0.04584998809495831
9,hypercapnia,0.04360655545968103
9,motor_learning,0.04315543532548849
9,acupuncture,0.04187536822576809
9,reentrant_processing,0.040230465773889355
9,breathholding,0.04014634967505056
9,heat,0.040064884926320765
9,foot,0.03826911443004932
9,capsaicinevoked_pain,0.03814306848653083
9,visuospatial_sketch_pad,0.03798682169933712
9,drawing_paradigm,0.037720483303792234
9,pain,0.03689494994056282
9,ataxia,0.03684663122227272
9,rest_eye_open,0.03657975765741419
9,leg,0.036375267141157575
9,circadian_rhythm,0.03513867220494997
9,coordination,0.03051354674105163
9,episodic_simulation,0.030459305623783597
9,forward_digit_span_task,0.03008597050107657
10,motor_control,0.08794772444584542
10,fluency_induction,0.08681153051728455
10,motor_learning,0.07697052777607835
10,movement,0.07566056978057345
10,execution,0.07041160079979929
10,vection,0.06994623597090995
10,coordination,0.06866818911085085
10,tapping_task,0.06159872816895919
10,phonological_loop,0.061132018797130726
10,foot,0.05997314570322967
10,ataxia,0.05727540250362303
10,rehearsal,0.05591430927130671
10,motor_activity,0.0556247558435041
10,arm,0.05507755116219188
10,articulatory_rehearsal,0.05470211010754221
10,motor_sequence_learning,0.051479469678518575
10,motor_planning,0.051240622939956765
10,vestibular,0.049563411692525386
10,finger_tapping,0.048246080041932274
10,verbal_working_memory_task,0.047628454592758995
10,hand,0.04502067770855686
10,mental_rotation,0.04455399306898289
10,flexion,0.0435900657707637
10,planning,0.04322516333536572
10,bimanual_coordination_task,0.04308961160586233
11,reward,0.28294704575516905
11,reward_processing,0.22580662617286557
11,reward_anticipation,0.22142899961500226
11,anticipation,0.1904283989498391
11,monetary_incentive_delay_task,0.1848451103469408
11,instrumental_conditioning,0.1444770091725621
11,reward_learning,0.1357386281694546
11,feedback,0.1315511067583116
11,reinforcement_learning,0.12948828128121578
11,expectancy,0.12917156428543605
11,decision_making,0.11905128887968669
11,loss_anticipation,0.11447342070060623
11,addiction,0.11441456683923357
11,taste,0.10855837093558024
11,loss,0.10439718812778402
11,gambling,0.10379074559577395
11,wanting,0.1031591896374059
11,salience,0.10042464657016041
11,impulsivity,0.09990636274787801
11,valence,0.09598065611207601
11,habit_learning,0.09330162283493706
11,arousal,0.09122310839852327
11,learning,0.09100588590690725
11,instrumental_learning,0.08778436540146592
11,loss_aversion,0.08515661269929083
12,memory,0.1885689396414354
12,episodic_memory,0.16883465580444973
12,declarative_memory,0.15741492887475655
12,recognition_memory,0.1513812553042299
12,remembering,0.14787632051590388
12,retrieval,0.14619444842903567
12,encoding,0.13256266000666778
12,recognition,0.129305320834272
12,recall,0.12368326112258171
12,autobiographical_memory,0.11737419991185334
12,episodic_simulation,0.11690099073417676
12,spatial_memory,0.11683806153667205
12,familiarity,0.11555339943799298
12,semantic_memory,0.11310896499484971
12,source_memory,0.11300106620663306
12,encoding_task,0.11054537306501547
12,memory_process,0.11010869469294635
12,cognitive_map,0.10610689715200747
12,remote_memory,0.104271893100234
12,memory_retrieval,0.09966277569300191
12,navigation,0.09871005699766965
12,forgetting,0.09766285502954382
12,emotional_memory,0.09595857186523847
12,picture,0.0951285018523047
12,longterm_memory,0.09456049271877577
