CLUSTER,TOKEN,R
3,loss,0.10662837647721023
3,wanting,0.10505134276896527
3,impulsivity,0.10315870864182952
3,salience,0.10010495278975087
3,habit_learning,0.0966685132447396
3,valence,0.0935776627596572
3,learning,0.09268041211201944
3,instrumental_learning,0.09022813990719249
3,loss_aversion,0.0895380342206385
3,anhedonia,0.08589642293585234
4,working_memory,0.1343442181245541
4,monitoring,0.13382257826759159
4,manipulation,0.1310057564178125
4,reaction_time,0.12743803489325206
4,execution,0.12381884873287866
4,strategy,0.11846160425991503
4,rehearsal,0.11584945287075193
4,response_selection,0.11565755582861925
4,cognitive_process,0.11380187407908667
4,cognitive_control,0.10920480860565522
4,goal,0.1087474178771382
4,attention,0.1049319096801298
4,covert,0.09817341931924042
4,retrieval,0.09712986915006552
4,task_set,0.09691679301500392
4,action,0.09333747424991565
4,cognitive,0.08980575183739811
4,maintenance,0.08960812687563088
4,error_detection,0.08935376483791084
4,context,0.08916398404338392
4,preparation,0.08914175871602531
4,intention,0.08672080933246287
4,imagination,0.08588038102782583
4,memory,0.08517147962914046
4,spatial_working_memory,0.08432061804811426
5,motor_control,0.10623213398640573
5,ataxia,0.09211745725598289
5,motor_learning,0.08459156453111039
5,movement,0.07792848542965299
5,coordination,0.07252691766088679
5,rest,0.07184384846978592
5,arm,0.07136861691439911
5,execution,0.06853540793471369
5,capsaicinevoked_pain,0.06747839491459828
5,tone_monitordiscrimination,0.06704509854664116
5,recitationrepetition,0.06704509854664116
5,foot,0.06033151339988568
5,leg,0.05976058531711684
5,tapping_task,0.057443984123557064
5,motor_sequence_learning,0.057371004136219886
5,articulatory_rehearsal,0.05622972895438434
5,episodic_future_thinking,0.055310622806425624
5,skill_acquisition,0.0548966138537126
5,imagination,0.05183370613612461
5,vection,0.04976574776774232
5,sequence_learning,0.04915556511183186
5,episodic_simulation,0.04829396117390254
5,phonological_loop,0.04801274807264971
5,motor_activity,0.047376573532128693
5,music_production,0.04561589985395942
6,motor_control,0.080613652866695
6,fluency_induction,0.075604924509433
6,movement,0.06581093714080558
6,coordination,0.06473525581355466
6,motor_learning,0.06326827195087936
6,tapping_task,0.062382474494634084
6,execution,0.060308429595196146
6,arm,0.05786012844766893
6,music_comprehension_production,0.05621153343386392
6,music_comprehensionproduction,0.05621153343386392
6,olfactory_monitoringdiscrimination,0.05621153343386392
6,compensatory_tracking_task,0.05424929788673266
6,articulatory_rehearsal,0.05385975031187647
6,know_task,0.05344419053610934
6,rehearsal,0.05285242044990701
6,vection,0.052492640379497746
6,dualtask_paradigm,0.05210575983530183
6,motor_activity,0.05149275665358783
6,foot,0.05102526099076559
6,motor_planning,0.04975452347747874
6,ataxia,0.04965231011996184
6,verbal_working_memory_task,0.04831677093417124
6,phonological_loop,0.04663635999495355
6,hand,0.045615337212738014
6,planning,0.044413811243927855
7,vection,0.08151556409886082
7,episodic_recombination_paradigm,0.06451714352255124
7,motor_learning,0.06093604539758973
7,vestibular,0.06051623049628826
7,foot,0.05648584327978018
7,autonomic_nervous_system_function,0.05557233897301716
7,motor_control,0.05525363328529692
7,coordination,0.05338026811706284
7,ataxia,0.05181215143947086
7,vestibular_stimulation,0.051295706891093966
7,movement,0.04857540622135963
7,articulatory_rehearsal,0.04557049542996332
7,phonological_loop,0.04495642556389051
7,motor_sequence_learning,0.04386106362875446
7,forward_digit_span_task,0.042586066183477406
7,block_tapping_test,0.0425860661834774
7,eye,0.042478379427974305
7,tapping_task,0.04124252212558596
7,judging,0.03935304411642622
7,flexion,0.0383723837908761
7,execution,0.0380747112806486
7,rest,0.037921774898862254
7,fluency_induction,0.03789580902405827
7,body_image_selfreflection_task,0.03789580902405822
7,recitationrepetition,0.03789580902405801
8,memory,0.17707082584572859
8,emotion,0.1718291316935867
8,fear,0.1571449474953084
8,episodic_memory,0.15559212506650402
8,declarative_memory,0.1513131442216612
8,valence,0.14904498978238456
8,remembering,0.1476601228686295
8,arousal,0.13858289320913694
8,recognition_memory,0.13847404211972109
8,emotional_memory,0.13829817695873714
8,autobiographical_memory,0.13816751262498417
8,facial_expression,0.13365561268840706
8,episodic_simulation,0.12537399934628102
8,recall,0.12326658299714062
8,retrieval,0.12092989013667774
8,recognition,0.12069170128034577
8,picture,0.12002931197601407
8,encoding,0.11777618235412063
8,negative_emotion,0.11272837849232911
8,source_memory,0.11159294459351468
8,memory_process,0.10912820420987164
8,face,0.10577243763864133
8,emotional_expression,0.10516009691947198
8,sadness,0.10394734650078016
8,encoding_task,0.1014503960830995
